"","SampleID","Id","species","group","Latitude","Longitude"
"9132","MEB",0,"Polyommatus_sp","Polyommatus",58.86,25.7
"9133","MEB",0,"Polyommatus_sp","Polyommatus",58.86,26.57
"9134","MEB",0,"Polyommatus_sp","Polyommatus",59.28,5.93
"9135","MEB",0,"Polyommatus_sp","Polyommatus",59.28,12
"9136","MEB",0,"Polyommatus_sp","Polyommatus",59.28,18
"9137","MEB",0,"Polyommatus_sp","Polyommatus",59.28,24
"9138","EULEP335-14",2,"Polyommatus_icarus","Polyommatus",59.3,24.81
"9139","MEB",0,"Polyommatus_sp","Polyommatus",59.3,11.19
"9140","MEB",0,"Polyommatus_sp","Polyommatus",59.3,12.81
"9141","MEB",0,"Polyommatus_sp","Polyommatus",59.3,17.19
"9142","MEB",0,"Polyommatus_sp","Polyommatus",59.3,24.81
"9143","LON963-12",2,"Polyommatus_icarus","Polyommatus",59.31,10.32
"9144","MEB",0,"Polyommatus_sp","Polyommatus",59.31,7.68
"9145","MEB",0,"Polyommatus_sp","Polyommatus",59.31,8.56
"9146","MEB",0,"Polyommatus_sp","Polyommatus",59.31,9.44
"9147","MEB",0,"Polyommatus_sp","Polyommatus",59.31,10.32
"9148","MEB",0,"Polyommatus_sp","Polyommatus",59.31,13.68
"9149","MEB",0,"Polyommatus_sp","Polyommatus",59.31,15.44
"9150","MEB",0,"Polyommatus_sp","Polyommatus",59.31,16.32
"9151","MEB",0,"Polyommatus_sp","Polyommatus",59.31,25.68
"9152","MEB",0,"Polyommatus_sp","Polyommatus",59.31,26.56
"9153","MEB",0,"Polyommatus_sp","Polyommatus",59.73,12
"9154","MEB",0,"Polyommatus_sp","Polyommatus",59.73,18
"9155","MEB",0,"Polyommatus_sp","Polyommatus",59.74,11.22
"9156","MEB",0,"Polyommatus_sp","Polyommatus",59.74,12.78
"9157","MEB",0,"Polyommatus_sp","Polyommatus",59.74,17.22
"9158","MEB",0,"Polyommatus_sp","Polyommatus",59.74,18.78
"9159","LON231-08",2,"Polyommatus_icarus","Polyommatus",59.76,10.33
"9160","MEB",0,"Polyommatus_sp","Polyommatus",59.76,8.55
"9161","MEB",0,"Polyommatus_sp","Polyommatus",59.76,9.45
"9162","MEB",0,"Polyommatus_sp","Polyommatus",59.76,10.33
"9163","MEB",0,"Polyommatus_sp","Polyommatus",59.76,14.56
"9164","MEB",0,"Polyommatus_sp","Polyommatus",59.76,16.33
"9165","MEB",0,"Polyommatus_sp","Polyommatus",60.15,4.95
"9166","MEB",0,"Polyommatus_sp","Polyommatus",60.17,5.85
"9167","MEB",0,"Polyommatus_sp","Polyommatus",60.18,12
"9168","MEB",0,"Polyommatus_sp","Polyommatus",60.18,18
"9169","MEB",0,"Polyommatus_sp","Polyommatus",60.18,24
"9170","MEB",0,"Polyommatus_sp","Polyommatus",60.19,6.75
"9171","MEB",0,"Polyommatus_sp","Polyommatus",60.19,11.25
"9172","MEB",0,"Polyommatus_sp","Polyommatus",60.19,12.75
"9173","MEB",0,"Polyommatus_sp","Polyommatus",60.19,17.25
"9174","MEB",0,"Polyommatus_sp","Polyommatus",60.19,18.75
"9175","MEB",0,"Polyommatus_sp","Polyommatus",60.19,23.25
"9176","MEB",0,"Polyommatus_sp","Polyommatus",60.2,10.35
"9177","MEB",0,"Polyommatus_sp","Polyommatus",60.2,13.65
"9178","MEB",0,"Polyommatus_sp","Polyommatus",60.2,16.35
"9179","MEB",0,"Polyommatus_sp","Polyommatus",60.2,19.65
"9180","MEB",0,"Polyommatus_sp","Polyommatus",60.2,22.35
"9181","MEB",0,"Polyommatus_sp","Polyommatus",60.2,25.65
"9182","MEB",0,"Polyommatus_sp","Polyommatus",60.21,9.45
"9183","MEB",0,"Polyommatus_sp","Polyommatus",60.21,15.45
"9184","MEB",0,"Polyommatus_sp","Polyommatus",60.21,20.55
"9185","MEB",0,"Polyommatus_sp","Polyommatus",60.62,5.8
"9186","MEB",0,"Polyommatus_sp","Polyommatus",60.64,6.71
"9187","MEB",0,"Polyommatus_sp","Polyommatus",60.64,17.41
"9188","MEB",0,"Polyommatus_sp","Polyommatus",60.64,23.41
"9189","RVcoll07C710",2,"Polyommatus_icarus","Polyommatus",60.65,25.63
"9190","MEB",0,"Polyommatus_sp","Polyommatus",60.65,10.37
"9191","MEB",0,"Polyommatus_sp","Polyommatus",60.65,16.37
"9192","MEB",0,"Polyommatus_sp","Polyommatus",60.65,22.37
"9193","MEB",0,"Polyommatus_sp","Polyommatus",60.65,25.63
"9194","MEB",0,"Polyommatus_sp","Polyommatus",60.66,8.54
"9195","MEB",0,"Polyommatus_sp","Polyommatus",60.66,9.46
"9196","MEB",0,"Polyommatus_sp","Polyommatus",60.66,15.46
"9197","MEB",0,"Polyommatus_sp","Polyommatus",60.66,21.46
"9198","MEB",0,"Polyommatus_sp","Polyommatus",61.05,4.83
"9199","MEB",0,"Polyommatus_sp","Polyommatus",61.09,6.68
"9200","MEB",0,"Polyommatus_sp","Polyommatus",61.09,11.43
"9201","MEB",0,"Polyommatus_sp","Polyommatus",61.09,12.57
"9202","MEB",0,"Polyommatus_sp","Polyommatus",61.09,23.43
"9203","MEB",0,"Polyommatus_sp","Polyommatus",61.09,24.57
"9204","MEB",0,"Polyommatus_sp","Polyommatus",61.1,7.61
"9205","MEB",0,"Polyommatus_sp","Polyommatus",61.1,10.39
"9206","MEB",0,"Polyommatus_sp","Polyommatus",61.1,13.61
"9207","MEB",0,"Polyommatus_sp","Polyommatus",61.1,16.39
"9208","MEB",0,"Polyommatus_sp","Polyommatus",61.1,22.39
"9209","MEB",0,"Polyommatus_sp","Polyommatus",61.1,25.61
"9210","MEB",0,"Polyommatus_sp","Polyommatus",61.11,8.54
"9211","MEB",0,"Polyommatus_sp","Polyommatus",61.11,9.46
"9212","MEB",0,"Polyommatus_sp","Polyommatus",61.11,14.54
"9213","MEB",0,"Polyommatus_sp","Polyommatus",61.11,15.46
"9214","MEB",0,"Polyommatus_sp","Polyommatus",61.11,26.54
"9215","MEB",0,"Polyommatus_sp","Polyommatus",61.54,11.44
"9216","MEB",0,"Polyommatus_sp","Polyommatus",61.54,17.44
"9217","MEB",0,"Polyommatus_sp","Polyommatus",61.54,23.44
"9218","MEB",0,"Polyommatus_sp","Polyommatus",61.54,24.56
"9219","MEB",0,"Polyommatus_sp","Polyommatus",61.54,29.44
"9220","MEB",0,"Polyommatus_sp","Polyommatus",61.55,7.59
"9221","MEB",0,"Polyommatus_sp","Polyommatus",61.55,10.41
"9222","MEB",0,"Polyommatus_sp","Polyommatus",61.55,22.41
"9223","MEB",0,"Polyommatus_sp","Polyommatus",61.55,25.59
"9224","MEB",0,"Polyommatus_sp","Polyommatus",61.55,28.41
"9225","MEB",0,"Polyommatus_sp","Polyommatus",61.56,9.47
"9226","MEB",0,"Polyommatus_sp","Polyommatus",61.56,21.47
"9227","MEB",0,"Polyommatus_sp","Polyommatus",61.56,26.53
"9228","MEB",0,"Polyommatus_sp","Polyommatus",61.56,27.47
"9229","MEB",0,"Polyommatus_sp","Polyommatus",61.94,4.71
"9230","MEB",0,"Polyommatus_sp","Polyommatus",61.99,6.61
"9231","MEB",0,"Polyommatus_sp","Polyommatus",61.99,12.55
"9232","MEB",0,"Polyommatus_sp","Polyommatus",61.99,17.45
"9233","MEB",0,"Polyommatus_sp","Polyommatus",61.99,23.45
"9234","MEB",0,"Polyommatus_sp","Polyommatus",61.99,24.55
"9235","MEB",0,"Polyommatus_sp","Polyommatus",61.99,29.45
"9236","MEB",0,"Polyommatus_sp","Polyommatus",62,7.57
"9237","MEB",0,"Polyommatus_sp","Polyommatus",62,13.57
"9238","MEB",0,"Polyommatus_sp","Polyommatus",62,22.43
"9239","MEB",0,"Polyommatus_sp","Polyommatus",62,25.57
"9240","MEB",0,"Polyommatus_sp","Polyommatus",62,28.43
"9241","MEB",0,"Polyommatus_sp","Polyommatus",62.01,8.52
"9242","MEB",0,"Polyommatus_sp","Polyommatus",62.01,9.48
"9243","MEB",0,"Polyommatus_sp","Polyommatus",62.01,14.52
"9244","MEB",0,"Polyommatus_sp","Polyommatus",62.01,15.48
"9245","MEB",0,"Polyommatus_sp","Polyommatus",62.01,21.48
"9246","MEB",0,"Polyommatus_sp","Polyommatus",62.01,26.52
"9247","MEB",0,"Polyommatus_sp","Polyommatus",62.01,27.48
"9248","LEFIE954-10",2,"Polyommatus_icarus","Polyommatus",62.43,29.47
"9249","RV",0,"Polyommatus_sp","Polyommatus",62.43,29.47
"9250","MEB",0,"Polyommatus_sp","Polyommatus",62.43,11.47
"9251","MEB",0,"Polyommatus_sp","Polyommatus",62.43,12.53
"9252","MEB",0,"Polyommatus_sp","Polyommatus",62.43,17.47
"9253","MEB",0,"Polyommatus_sp","Polyommatus",62.43,23.47
"9254","MEB",0,"Polyommatus_sp","Polyommatus",62.43,24.53
"9255","MEB",0,"Polyommatus_sp","Polyommatus",62.43,30.53
"9256","MEB",0,"Polyommatus_sp","Polyommatus",62.44,6.58
"9257","MEB",0,"Polyommatus_sp","Polyommatus",62.45,7.55
"9258","MEB",0,"Polyommatus_sp","Polyommatus",62.45,10.45
"9259","MEB",0,"Polyommatus_sp","Polyommatus",62.45,25.55
"9260","MEB",0,"Polyommatus_sp","Polyommatus",62.46,8.52
"9261","MEB",0,"Polyommatus_sp","Polyommatus",62.46,9.48
"9262","MEB",0,"Polyommatus_sp","Polyommatus",62.46,14.52
"9263","MEB",0,"Polyommatus_sp","Polyommatus",62.46,15.48
"9264","MEB",0,"Polyommatus_sp","Polyommatus",62.46,26.52
"9265","MEB",0,"Polyommatus_sp","Polyommatus",62.88,17.48
"9266","MEB",0,"Polyommatus_sp","Polyommatus",62.88,23.48
"9267","MEB",0,"Polyommatus_sp","Polyommatus",62.88,24.52
"9268","MEB",0,"Polyommatus_sp","Polyommatus",62.88,29.48
"9269","MEB",0,"Polyommatus_sp","Polyommatus",62.88,30.52
"9270","MEB",0,"Polyommatus_sp","Polyommatus",62.9,8.51
"9271","MEB",0,"Polyommatus_sp","Polyommatus",62.9,9.49
"9272","MEB",0,"Polyommatus_sp","Polyommatus",62.9,10.48
"9273","MEB",0,"Polyommatus_sp","Polyommatus",62.9,13.52
"9274","MEB",0,"Polyommatus_sp","Polyommatus",62.9,14.51
"9275","MEB",0,"Polyommatus_sp","Polyommatus",62.9,15.49
"9276","MEB",0,"Polyommatus_sp","Polyommatus",62.9,21.49
"9277","MEB",0,"Polyommatus_sp","Polyommatus",62.9,22.48
"9278","MEB",0,"Polyommatus_sp","Polyommatus",62.9,25.52
"9279","MEB",0,"Polyommatus_sp","Polyommatus",62.9,26.51
"9280","MEB",0,"Polyommatus_sp","Polyommatus",62.9,27.49
"9281","MEB",0,"Polyommatus_sp","Polyommatus",62.9,28.48
"9282","MEB",0,"Polyommatus_sp","Polyommatus",63.33,12.5
"9283","MEB",0,"Polyommatus_sp","Polyommatus",63.33,18.5
"9284","MEB",0,"Polyommatus_sp","Polyommatus",63.33,24.5
"9285","MEB",0,"Polyommatus_sp","Polyommatus",63.35,8.5
"9286","MEB",0,"Polyommatus_sp","Polyommatus",63.35,15.5
"9287","MEB",0,"Polyommatus_sp","Polyommatus",63.35,22.5
"9288","MEB",0,"Polyommatus_sp","Polyommatus",63.35,25.5
"9289","MEB",0,"Polyommatus_sp","Polyommatus",63.35,26.5
"9290","MEB",0,"Polyommatus_sp","Polyommatus",63.35,27.5
"9291","MEB",0,"Polyommatus_sp","Polyommatus",63.35,28.5
"9292","MEB",0,"Polyommatus_sp","Polyommatus",63.78,24.49
"9293","MEB",0,"Polyommatus_sp","Polyommatus",63.78,29.51
"9294","MEB",0,"Polyommatus_sp","Polyommatus",63.79,16.52
"9295","MEB",0,"Polyommatus_sp","Polyommatus",63.79,19.48
"9296","MEB",0,"Polyommatus_sp","Polyommatus",63.79,22.52
"9297","MEB",0,"Polyommatus_sp","Polyommatus",63.79,25.48
"9298","RVcoll16G983",2,"Polyommatus_icarus","Polyommatus",63.8,15.51
"9299","MEB",0,"Polyommatus_sp","Polyommatus",63.8,9.51
"9300","MEB",0,"Polyommatus_sp","Polyommatus",63.8,15.51
"9301","MEB",0,"Polyommatus_sp","Polyommatus",63.8,20.49
"9302","MEB",0,"Polyommatus_sp","Polyommatus",63.8,27.51
"9303","MEB",0,"Polyommatus_sp","Polyommatus",64.23,12.47
"9304","MEB",0,"Polyommatus_sp","Polyommatus",64.23,18.47
"9305","MEB",0,"Polyommatus_sp","Polyommatus",64.23,23.53
"9306","MEB",0,"Polyommatus_sp","Polyommatus",64.23,24.47
"9307","MEB",0,"Polyommatus_sp","Polyommatus",64.23,29.53
"9308","MEB",0,"Polyommatus_sp","Polyommatus",64.24,10.55
"9309","MEB",0,"Polyommatus_sp","Polyommatus",64.24,16.55
"9310","MEB",0,"Polyommatus_sp","Polyommatus",64.24,25.45
"9311","MEB",0,"Polyommatus_sp","Polyommatus",64.24,28.55
"9312","MEB",0,"Polyommatus_sp","Polyommatus",64.25,27.52
"9313","MEB",0,"Polyommatus_sp","Polyommatus",64.68,24.45
"9314","MEB",0,"Polyommatus_sp","Polyommatus",64.68,29.55
"9315","LON634-09",2,"Polyommatus_icarus","Polyommatus",64.69,13.43
"9316","LEFIJ522-10",2,"Polyommatus_icarus","Polyommatus",64.69,25.43
"9317","RV",0,"Polyommatus_sp","Polyommatus",64.69,25.43
"9318","MEB",0,"Polyommatus_sp","Polyommatus",64.69,16.57
"9319","MEB",0,"Polyommatus_sp","Polyommatus",64.7,20.48
"9320","MEB",0,"Polyommatus_sp","Polyommatus",64.7,26.48
"9321","MEB",0,"Polyommatus_sp","Polyommatus",65.13,29.57
"9322","MEB",0,"Polyommatus_sp","Polyommatus",65.14,25.4
"9323","MEB",0,"Polyommatus_sp","Polyommatus",65.15,21.53
"9324","MEB",0,"Polyommatus_sp","Polyommatus",65.58,17.58
"9325","MEB",0,"Polyommatus_sp","Polyommatus",65.59,13.37
"9326","MEB",0,"Polyommatus_sp","Polyommatus",65.59,22.63
"9327","MEB",0,"Polyommatus_sp","Polyommatus",65.6,21.54
"9328","MEB",0,"Polyommatus_sp","Polyommatus",65.6,27.54
"9329","RV",0,"Polyommatus_sp","Polyommatus",65.6,20.46
"9330","MEB",0,"Polyommatus_sp","Polyommatus",66.02,18.4
"9331","MEB",0,"Polyommatus_sp","Polyommatus",66.02,23.6
"9332","MEB",0,"Polyommatus_sp","Polyommatus",66.02,24.4
"9333","MEB",0,"Polyommatus_sp","Polyommatus",66.02,29.6
"9334","MEB",0,"Polyommatus_sp","Polyommatus",66.04,22.66
"9335","MEB",0,"Polyommatus_sp","Polyommatus",66.49,13.32
"9336","MEB",0,"Polyommatus_sp","Polyommatus",66.91,24
"9337","MEB",0,"Polyommatus_sp","Polyommatus",66.93,13.28
"9338","MEB",0,"Polyommatus_sp","Polyommatus",66.93,19.28
"9339","MEB",0,"Polyommatus_sp","Polyommatus",66.93,25.28
"9340","MEB",0,"Polyommatus_sp","Polyommatus",66.94,14.43
"9341","MEB",0,"Polyommatus_sp","Polyommatus",66.94,15.57
"9342","MEB",0,"Polyommatus_sp","Polyommatus",66.94,27.57
"9343","MEB",0,"Polyommatus_sp","Polyommatus",67.39,14.42
"9344","MEB",0,"Polyommatus_sp","Polyommatus",68.26,18
"9345","MEB",0,"Polyommatus_sp","Polyommatus",68.28,13.18
"9346","MEB",0,"Polyommatus_sp","Polyommatus",68.28,19.18
"9347","MEB",0,"Polyommatus_sp","Polyommatus",68.29,14.39
"9348","MEB",0,"Polyommatus_sp","Polyommatus",68.29,15.61
"9349","MEB",0,"Polyommatus_sp","Polyommatus",68.73,16.85
"9350","MEB",0,"Polyommatus_sp","Polyommatus",68.73,19.15
"9351","MEB",0,"Polyommatus_sp","Polyommatus",68.74,21.62
"9352","MEB",0,"Polyommatus_sp","Polyommatus",69.17,16.89
"9353","MEB",0,"Polyommatus_sp","Polyommatus",69.17,25.11
"9354","RV",0,"Polyommatus_sp","Polyommatus",69.17,22.89
"9355","LEFIJ521-10",2,"Polyommatus_icarus","Polyommatus",69.18,26.37
"9356","RV",0,"Polyommatus_sp","Polyommatus",69.18,26.37
"9357","MEB",0,"Polyommatus_sp","Polyommatus",69.61,24
"9358","MEB",0,"Polyommatus_sp","Polyommatus",69.63,20.36
"9359","MEB",0,"Polyommatus_sp","Polyommatus",69.63,26.36
"9360","MEB",0,"Polyommatus_sp","Polyommatus",70.07,18.84
"9361","MEB",0,"Polyommatus_sp","Polyommatus",70.07,23.16
"9362","MEB",0,"Polyommatus_sp","Polyommatus",70.08,20.34
"9363","MEB",0,"Polyommatus_sp","Polyommatus",70.08,27.66
