"","SampleID","Id","species","group","Latitude","Longitude"
"8367","PHLAC364-10",2,"Polyommatus_icarus","Polyommatus",46.71,11.29
"8368","RVcoll06V653",2,"Polyommatus_icarus","Polyommatus",46.71,23.29
"8369","RV",0,"Polyommatus_sp","Polyommatus",46.71,11.29
"8370","RV",0,"Polyommatus_sp","Polyommatus",46.71,12.71
"8371","MEB",0,"Polyommatus_sp","Polyommatus",46.71,6.71
"8372","MEB",0,"Polyommatus_sp","Polyommatus",46.71,17.29
"8373","MEB",0,"Polyommatus_sp","Polyommatus",46.71,18.71
"8374","MEB",0,"Polyommatus_sp","Polyommatus",46.71,23.29
"8375","MEB",0,"Polyommatus_sp","Polyommatus",46.71,24.71
"8376","RVcoll15H602",2,"Polyommatus_icarus","Polyommatus",46.72,9.98
"8377","LEATD021-13",2,"Polyommatus_icarus","Polyommatus",46.72,10.64
"8378","LEASS917-17",2,"Polyommatus_icarus","Polyommatus",46.72,13.36
"8379","RV",0,"Polyommatus_sp","Polyommatus",46.72,10.64
"8380","RV",0,"Polyommatus_sp","Polyommatus",46.72,13.36
"8381","MEB",0,"Polyommatus_sp","Polyommatus",46.72,-2.02
"8382","MEB",0,"Polyommatus_sp","Polyommatus",46.72,9.98
"8383","MEB",0,"Polyommatus_sp","Polyommatus",46.72,14.02
"8384","MEB",0,"Polyommatus_sp","Polyommatus",46.72,15.98
"8385","MEB",0,"Polyommatus_sp","Polyommatus",46.72,16.64
"8386","MEB",0,"Polyommatus_sp","Polyommatus",46.72,19.36
"8387","MEB",0,"Polyommatus_sp","Polyommatus",46.72,20.02
"8388","MEB",0,"Polyommatus_sp","Polyommatus",46.72,21.98
"8389","MEB",0,"Polyommatus_sp","Polyommatus",46.72,22.64
"8390","MEB",0,"Polyommatus_sp","Polyommatus",46.72,25.36
"8391","MEB",0,"Polyommatus_sp","Polyommatus",46.72,26.02
"8392","MEB",0,"Polyommatus_sp","Polyommatus",46.72,27.98
"8393","LEASS697-17",2,"Polyommatus_icarus","Polyommatus",46.73,14.67
"8394","LEPAA517-16",2,"Polyommatus_icarus","Polyommatus",46.73,9.33
"8395","LEASS536-17",2,"Polyommatus_icarus","Polyommatus",46.73,15.33
"8396","RV",0,"Polyommatus_sp","Polyommatus",46.73,9.33
"8397","MEB",0,"Polyommatus_sp","Polyommatus",46.73,14.67
"8398","MEB",0,"Polyommatus_sp","Polyommatus",46.73,15.33
"8399","MEB",0,"Polyommatus_sp","Polyommatus",46.73,21.33
"8400","MEB",0,"Polyommatus_sp","Polyommatus",46.73,26.67
"8401","RV",0,"Polyommatus_sp","Polyommatus",46.73,8.67
"8402","TLMFLep13865",2,"Polyommatus_icarus","Polyommatus",47.14,12
"8403","RV",0,"Polyommatus_sp","Polyommatus",47.14,12
"8404","MEB",0,"Polyommatus_sp","Polyommatus",47.14,6
"8405","MEB",0,"Polyommatus_sp","Polyommatus",47.14,18
"8406","MEB",0,"Polyommatus_sp","Polyommatus",47.14,24
"8407","LEATG234-14",2,"Polyommatus_icarus","Polyommatus",47.16,11.31
"8408","RV",0,"Polyommatus_sp","Polyommatus",47.16,11.31
"8409","MEB",0,"Polyommatus_sp","Polyommatus",47.16,-0.69
"8410","MEB",0,"Polyommatus_sp","Polyommatus",47.16,0.69
"8411","MEB",0,"Polyommatus_sp","Polyommatus",47.16,5.31
"8412","MEB",0,"Polyommatus_sp","Polyommatus",47.16,6.69
"8413","MEB",0,"Polyommatus_sp","Polyommatus",47.16,12.69
"8414","MEB",0,"Polyommatus_sp","Polyommatus",47.16,17.31
"8415","MEB",0,"Polyommatus_sp","Polyommatus",47.16,18.69
"8416","MEB",0,"Polyommatus_sp","Polyommatus",47.16,23.31
"8417","MEB",0,"Polyommatus_sp","Polyommatus",47.16,24.69
"8418","LEPAA061-16",2,"Polyommatus_icarus","Polyommatus",47.17,7.35
"8419","PHLAH454-12",2,"Polyommatus_icarus","Polyommatus",47.17,9.99
"8420","RVcoll15M757",2,"Polyommatus_icarus","Polyommatus",47.17,4.65
"8421","RVcoll19C151",2,"Polyommatus_icarus","Polyommatus",47.17,1.35
"8422","RVcoll15M788",2,"Polyommatus_icarus","Polyommatus",47.17,3.99
"8423","MEB",0,"Polyommatus_sp","Polyommatus",47.17,-2.01
"8424","MEB",0,"Polyommatus_sp","Polyommatus",47.17,-1.35
"8425","MEB",0,"Polyommatus_sp","Polyommatus",47.17,1.35
"8426","MEB",0,"Polyommatus_sp","Polyommatus",47.17,3.99
"8427","MEB",0,"Polyommatus_sp","Polyommatus",47.17,7.35
"8428","MEB",0,"Polyommatus_sp","Polyommatus",47.17,8.01
"8429","MEB",0,"Polyommatus_sp","Polyommatus",47.17,9.99
"8430","MEB",0,"Polyommatus_sp","Polyommatus",47.17,10.65
"8431","MEB",0,"Polyommatus_sp","Polyommatus",47.17,13.35
"8432","MEB",0,"Polyommatus_sp","Polyommatus",47.17,14.01
"8433","MEB",0,"Polyommatus_sp","Polyommatus",47.17,15.99
"8434","MEB",0,"Polyommatus_sp","Polyommatus",47.17,16.65
"8435","MEB",0,"Polyommatus_sp","Polyommatus",47.17,19.35
"8436","MEB",0,"Polyommatus_sp","Polyommatus",47.17,20.01
"8437","MEB",0,"Polyommatus_sp","Polyommatus",47.17,21.99
"8438","MEB",0,"Polyommatus_sp","Polyommatus",47.17,22.65
"8439","MEB",0,"Polyommatus_sp","Polyommatus",47.17,25.35
"8440","MEB",0,"Polyommatus_sp","Polyommatus",47.17,26.01
"8441","ABOLD435-16",2,"Polyommatus_icarus","Polyommatus",47.18,15.33
"8442","LEPAA372-16",2,"Polyommatus_icarus","Polyommatus",47.18,8.67
"8443","RVcoll15I899",2,"Polyommatus_icarus","Polyommatus",47.18,9.33
"8444","MEB",0,"Polyommatus_sp","Polyommatus",47.18,2.67
"8445","MEB",0,"Polyommatus_sp","Polyommatus",47.18,3.33
"8446","MEB",0,"Polyommatus_sp","Polyommatus",47.18,8.67
"8447","MEB",0,"Polyommatus_sp","Polyommatus",47.18,9.33
"8448","MEB",0,"Polyommatus_sp","Polyommatus",47.18,14.67
"8449","MEB",0,"Polyommatus_sp","Polyommatus",47.18,15.33
"8450","MEB",0,"Polyommatus_sp","Polyommatus",47.18,20.67
"8451","MEB",0,"Polyommatus_sp","Polyommatus",47.18,21.33
"8452","MEB",0,"Polyommatus_sp","Polyommatus",47.18,26.67
"8453","MEB",0,"Polyommatus_sp","Polyommatus",47.18,27.33
"8454","MEB",0,"Polyommatus_sp","Polyommatus",47.59,0
"8455","MEB",0,"Polyommatus_sp","Polyommatus",47.59,12
"8456","MEB",0,"Polyommatus_sp","Polyommatus",47.59,18
"8457","BCZSMLep21892",2,"Polyommatus_icarus","Polyommatus",47.6,11.33
"8458","RV",0,"Polyommatus_sp","Polyommatus",47.6,11.33
"8459","MEB",0,"Polyommatus_sp","Polyommatus",47.6,-0.67
"8460","MEB",0,"Polyommatus_sp","Polyommatus",47.6,12.67
"8461","MEB",0,"Polyommatus_sp","Polyommatus",47.6,17.33
"8462","MEB",0,"Polyommatus_sp","Polyommatus",47.6,18.67
"8463","MEB",0,"Polyommatus_sp","Polyommatus",47.6,23.33
"8464","MEB",0,"Polyommatus_sp","Polyommatus",47.6,24.67
"8465","RVcoll15I714",2,"Polyommatus_icarus","Polyommatus",47.62,13.34
"8466","GBLAA056-14",2,"Polyommatus_icarus","Polyommatus",47.62,8
"8467","RVcoll07C366",2,"Polyommatus_icarus","Polyommatus",47.62,25.34
"8468","RVcoll15M718",2,"Polyommatus_icarus","Polyommatus",47.62,4
"8469","RV",0,"Polyommatus_sp","Polyommatus",47.62,8
"8470","MEB",0,"Polyommatus_sp","Polyommatus",47.62,-2
"8471","MEB",0,"Polyommatus_sp","Polyommatus",47.62,-1.34
"8472","MEB",0,"Polyommatus_sp","Polyommatus",47.62,1.34
"8473","MEB",0,"Polyommatus_sp","Polyommatus",47.62,7.34
"8474","MEB",0,"Polyommatus_sp","Polyommatus",47.62,10
"8475","MEB",0,"Polyommatus_sp","Polyommatus",47.62,10.66
"8476","MEB",0,"Polyommatus_sp","Polyommatus",47.62,13.34
"8477","MEB",0,"Polyommatus_sp","Polyommatus",47.62,14
"8478","MEB",0,"Polyommatus_sp","Polyommatus",47.62,16
"8479","MEB",0,"Polyommatus_sp","Polyommatus",47.62,16.66
"8480","MEB",0,"Polyommatus_sp","Polyommatus",47.62,20
"8481","MEB",0,"Polyommatus_sp","Polyommatus",47.62,22.66
"8482","MEB",0,"Polyommatus_sp","Polyommatus",47.62,25.34
"8483","MEB",0,"Polyommatus_sp","Polyommatus",47.62,26
"8484","RVcoll16L174",2,"Polyommatus_icarus","Polyommatus",47.63,-2.67
"8485","MEB",0,"Polyommatus_sp","Polyommatus",47.63,3.33
"8486","MEB",0,"Polyommatus_sp","Polyommatus",47.63,8.67
"8487","MEB",0,"Polyommatus_sp","Polyommatus",47.63,9.33
"8488","MEB",0,"Polyommatus_sp","Polyommatus",47.63,14.67
"8489","MEB",0,"Polyommatus_sp","Polyommatus",47.63,15.33
"8490","MEB",0,"Polyommatus_sp","Polyommatus",47.63,20.67
"8491","MEB",0,"Polyommatus_sp","Polyommatus",47.63,26.67
"8492","MEB",0,"Polyommatus_sp","Polyommatus",47.63,27.33
"8493","RV",0,"Polyommatus_sp","Polyommatus",47.63,-2.67
"8494","MEB",0,"Polyommatus_sp","Polyommatus",48.04,0
"8495","MEB",0,"Polyommatus_sp","Polyommatus",48.04,6
"8496","MEB",0,"Polyommatus_sp","Polyommatus",48.04,12
"8497","MEB",0,"Polyommatus_sp","Polyommatus",48.04,18
"8498","MEB",0,"Polyommatus_sp","Polyommatus",48.04,24
"8499","FBLMT902-09",2,"Polyommatus_icarus","Polyommatus",48.05,11.35
"8500","RV",0,"Polyommatus_sp","Polyommatus",48.05,11.35
"8501","MEB",0,"Polyommatus_sp","Polyommatus",48.05,-0.65
"8502","MEB",0,"Polyommatus_sp","Polyommatus",48.05,5.35
"8503","MEB",0,"Polyommatus_sp","Polyommatus",48.05,17.35
"8504","MEB",0,"Polyommatus_sp","Polyommatus",48.05,18.65
"8505","MEB",0,"Polyommatus_sp","Polyommatus",48.05,23.35
"8506","MEB",0,"Polyommatus_sp","Polyommatus",48.05,24.65
"8507","RVcoll14U783",2,"Polyommatus_icarus","Polyommatus",48.07,1.99
"8508","LEASS533-17",2,"Polyommatus_icarus","Polyommatus",48.07,16.68
"8509","ABOLD070-16",2,"Polyommatus_icarus","Polyommatus",48.07,16.01
"8510","MEB",0,"Polyommatus_sp","Polyommatus",48.07,-4.01
"8511","MEB",0,"Polyommatus_sp","Polyommatus",48.07,-1.99
"8512","MEB",0,"Polyommatus_sp","Polyommatus",48.07,-1.32
"8513","MEB",0,"Polyommatus_sp","Polyommatus",48.07,1.32
"8514","MEB",0,"Polyommatus_sp","Polyommatus",48.07,1.99
"8515","MEB",0,"Polyommatus_sp","Polyommatus",48.07,4.01
"8516","MEB",0,"Polyommatus_sp","Polyommatus",48.07,7.32
"8517","MEB",0,"Polyommatus_sp","Polyommatus",48.07,7.99
"8518","MEB",0,"Polyommatus_sp","Polyommatus",48.07,10.01
"8519","MEB",0,"Polyommatus_sp","Polyommatus",48.07,10.68
"8520","MEB",0,"Polyommatus_sp","Polyommatus",48.07,13.32
"8521","MEB",0,"Polyommatus_sp","Polyommatus",48.07,13.99
"8522","MEB",0,"Polyommatus_sp","Polyommatus",48.07,16.01
"8523","MEB",0,"Polyommatus_sp","Polyommatus",48.07,16.68
"8524","MEB",0,"Polyommatus_sp","Polyommatus",48.07,19.32
"8525","MEB",0,"Polyommatus_sp","Polyommatus",48.07,19.99
"8526","MEB",0,"Polyommatus_sp","Polyommatus",48.07,22.01
"8527","RVcoll15M642",2,"Polyommatus_icarus","Polyommatus",48.08,3.34
"8528","MEB",0,"Polyommatus_sp","Polyommatus",48.08,-2.66
"8529","MEB",0,"Polyommatus_sp","Polyommatus",48.08,2.66
"8530","MEB",0,"Polyommatus_sp","Polyommatus",48.08,3.34
"8531","MEB",0,"Polyommatus_sp","Polyommatus",48.08,8.66
"8532","MEB",0,"Polyommatus_sp","Polyommatus",48.08,9.34
"8533","MEB",0,"Polyommatus_sp","Polyommatus",48.08,14.66
"8534","MEB",0,"Polyommatus_sp","Polyommatus",48.08,15.34
"8535","MEB",0,"Polyommatus_sp","Polyommatus",48.08,20.66
"8536","MEB",0,"Polyommatus_sp","Polyommatus",48.08,21.34
"8537","MEB",0,"Polyommatus_sp","Polyommatus",48.08,26.66
"8538","RVcoll14U785",2,"Polyommatus_icarus","Polyommatus",48.49,0
"8539","MEB",0,"Polyommatus_sp","Polyommatus",48.49,0
"8540","MEB",0,"Polyommatus_sp","Polyommatus",48.49,12
"8541","MEB",0,"Polyommatus_sp","Polyommatus",48.49,18
"8542","MEB",0,"Polyommatus_sp","Polyommatus",48.5,11.37
"8543","MEB",0,"Polyommatus_sp","Polyommatus",48.5,17.37
"8544","MEB",0,"Polyommatus_sp","Polyommatus",48.5,18.63
"8545","ODOPE242-11",2,"Polyommatus_icarus","Polyommatus",48.52,10.69
"8546","RVcoll15M678",2,"Polyommatus_icarus","Polyommatus",48.52,1.98
"8547","MEB",0,"Polyommatus_sp","Polyommatus",48.52,-4.69
"8548","MEB",0,"Polyommatus_sp","Polyommatus",48.52,1.98
"8549","MEB",0,"Polyommatus_sp","Polyommatus",48.52,7.98
"8550","MEB",0,"Polyommatus_sp","Polyommatus",48.52,10.02
"8551","MEB",0,"Polyommatus_sp","Polyommatus",48.52,10.69
"8552","MEB",0,"Polyommatus_sp","Polyommatus",48.52,13.98
"8553","MEB",0,"Polyommatus_sp","Polyommatus",48.52,16.02
"8554","MEB",0,"Polyommatus_sp","Polyommatus",48.52,16.69
"8555","MEB",0,"Polyommatus_sp","Polyommatus",48.52,19.31
"8556","MEB",0,"Polyommatus_sp","Polyommatus",48.52,19.98
"8557","MEB",0,"Polyommatus_sp","Polyommatus",48.52,22.02
"8558","RVcoll16I980",2,"Polyommatus_icarus","Polyommatus",48.53,20.66
"8559","MEB",0,"Polyommatus_sp","Polyommatus",48.53,2.66
"8560","MEB",0,"Polyommatus_sp","Polyommatus",48.53,3.34
"8561","MEB",0,"Polyommatus_sp","Polyommatus",48.53,8.66
"8562","MEB",0,"Polyommatus_sp","Polyommatus",48.53,9.34
"8563","MEB",0,"Polyommatus_sp","Polyommatus",48.53,14.66
"8564","MEB",0,"Polyommatus_sp","Polyommatus",48.53,15.34
"8565","MEB",0,"Polyommatus_sp","Polyommatus",48.53,20.66
"8566","MEB",0,"Polyommatus_sp","Polyommatus",48.53,21.34
"8567","ODOPE364-11",2,"Polyommatus_icarus","Polyommatus",48.94,12
"8568","MEB",0,"Polyommatus_sp","Polyommatus",48.94,0
"8569","MEB",0,"Polyommatus_sp","Polyommatus",48.94,6
"8570","MEB",0,"Polyommatus_sp","Polyommatus",48.94,12
"8571","MEB",0,"Polyommatus_sp","Polyommatus",48.94,18
"8572","BCZSMLep25454",2,"Polyommatus_icarus","Polyommatus",48.95,12.61
"8573","MEB",0,"Polyommatus_sp","Polyommatus",48.95,-0.61
"8574","MEB",0,"Polyommatus_sp","Polyommatus",48.95,5.39
"8575","MEB",0,"Polyommatus_sp","Polyommatus",48.95,11.39
"8576","MEB",0,"Polyommatus_sp","Polyommatus",48.95,12.61
"8577","MEB",0,"Polyommatus_sp","Polyommatus",48.95,17.39
"8578","MEB",0,"Polyommatus_sp","Polyommatus",48.95,18.61
"8579","BCZSMLep75749",2,"Polyommatus_icarus","Polyommatus",48.97,7.29
"8580","MEB",0,"Polyommatus_sp","Polyommatus",48.97,-1.29
"8581","MEB",0,"Polyommatus_sp","Polyommatus",48.97,1.29
"8582","MEB",0,"Polyommatus_sp","Polyommatus",48.97,1.98
"8583","MEB",0,"Polyommatus_sp","Polyommatus",48.97,4.02
"8584","MEB",0,"Polyommatus_sp","Polyommatus",48.97,4.71
"8585","MEB",0,"Polyommatus_sp","Polyommatus",48.97,7.98
"8586","MEB",0,"Polyommatus_sp","Polyommatus",48.97,10.02
"8587","MEB",0,"Polyommatus_sp","Polyommatus",48.97,10.71
"8588","MEB",0,"Polyommatus_sp","Polyommatus",48.97,13.29
"8589","MEB",0,"Polyommatus_sp","Polyommatus",48.97,13.98
"8590","MEB",0,"Polyommatus_sp","Polyommatus",48.97,16.02
"8591","MEB",0,"Polyommatus_sp","Polyommatus",48.97,16.71
"8592","MEB",0,"Polyommatus_sp","Polyommatus",48.97,19.29
"8593","MEB",0,"Polyommatus_sp","Polyommatus",48.97,19.98
"8594","MEB",0,"Polyommatus_sp","Polyommatus",48.97,22.02
"8595","RV",0,"Polyommatus_sp","Polyommatus",48.97,7.29
"8596","MEB",0,"Polyommatus_sp","Polyommatus",48.98,3.34
"8597","MEB",0,"Polyommatus_sp","Polyommatus",48.98,8.66
"8598","MEB",0,"Polyommatus_sp","Polyommatus",48.98,9.34
"8599","MEB",0,"Polyommatus_sp","Polyommatus",48.98,14.66
"8600","MEB",0,"Polyommatus_sp","Polyommatus",48.98,15.34
"8601","MEB",0,"Polyommatus_sp","Polyommatus",48.98,20.66
"8602","MEB",0,"Polyommatus_sp","Polyommatus",48.98,21.34
"8603","MEB",0,"Polyommatus_sp","Polyommatus",49.39,6
"8604","MEB",0,"Polyommatus_sp","Polyommatus",49.39,18
"8605","MEB",0,"Polyommatus_sp","Polyommatus",49.4,5.41
"8606","MEB",0,"Polyommatus_sp","Polyommatus",49.4,6.59
"8607","MEB",0,"Polyommatus_sp","Polyommatus",49.4,11.41
"8608","MEB",0,"Polyommatus_sp","Polyommatus",49.4,12.59
"8609","MEB",0,"Polyommatus_sp","Polyommatus",49.4,17.41
"8610","MEB",0,"Polyommatus_sp","Polyommatus",49.4,18.59
"8611","MEB",0,"Polyommatus_sp","Polyommatus",49.41,7.28
"8612","MEB",0,"Polyommatus_sp","Polyommatus",49.41,10.72
"8613","MEB",0,"Polyommatus_sp","Polyommatus",49.41,13.28
"8614","MEB",0,"Polyommatus_sp","Polyommatus",49.41,16.72
"8615","MEB",0,"Polyommatus_sp","Polyommatus",49.41,19.28
"8616","MEB",0,"Polyommatus_sp","Polyommatus",49.41,22.72
"8617","MEB",0,"Polyommatus_sp","Polyommatus",49.42,-1.97
"8618","MEB",0,"Polyommatus_sp","Polyommatus",49.42,7.97
"8619","MEB",0,"Polyommatus_sp","Polyommatus",49.42,10.03
"8620","MEB",0,"Polyommatus_sp","Polyommatus",49.42,13.97
"8621","MEB",0,"Polyommatus_sp","Polyommatus",49.42,16.03
"8622","MEB",0,"Polyommatus_sp","Polyommatus",49.42,19.97
"8623","MEB",0,"Polyommatus_sp","Polyommatus",49.42,22.03
"8624","MEB",0,"Polyommatus_sp","Polyommatus",49.43,-2.66
"8625","MEB",0,"Polyommatus_sp","Polyommatus",49.43,8.66
"8626","MEB",0,"Polyommatus_sp","Polyommatus",49.43,9.34
"8627","MEB",0,"Polyommatus_sp","Polyommatus",49.43,14.66
"8628","MEB",0,"Polyommatus_sp","Polyommatus",49.43,15.34
"8629","MEB",0,"Polyommatus_sp","Polyommatus",49.43,20.66
"8630","MEB",0,"Polyommatus_sp","Polyommatus",49.43,21.34
"8631","MEB",0,"Polyommatus_sp","Polyommatus",49.84,6
"8632","MEB",0,"Polyommatus_sp","Polyommatus",49.84,18
"8633","MEB",0,"Polyommatus_sp","Polyommatus",49.85,5.43
"8634","MEB",0,"Polyommatus_sp","Polyommatus",49.85,6.57
"8635","MEB",0,"Polyommatus_sp","Polyommatus",49.85,11.43
"8636","MEB",0,"Polyommatus_sp","Polyommatus",49.85,12.57
"8637","MEB",0,"Polyommatus_sp","Polyommatus",49.85,17.43
"8638","MEB",0,"Polyommatus_sp","Polyommatus",49.85,18.57
"8639","MEB",0,"Polyommatus_sp","Polyommatus",49.86,4.74
"8640","MEB",0,"Polyommatus_sp","Polyommatus",49.86,7.26
"8641","MEB",0,"Polyommatus_sp","Polyommatus",49.86,10.74
"8642","MEB",0,"Polyommatus_sp","Polyommatus",49.86,13.26
"8643","MEB",0,"Polyommatus_sp","Polyommatus",49.86,16.74
"8644","MEB",0,"Polyommatus_sp","Polyommatus",49.86,22.74
"8645","GWOSU026-11",2,"Polyommatus_icarus","Polyommatus",49.87,10.04
"8646","MEB",0,"Polyommatus_sp","Polyommatus",49.87,1.96
"8647","MEB",0,"Polyommatus_sp","Polyommatus",49.87,4.04
"8648","MEB",0,"Polyommatus_sp","Polyommatus",49.87,7.96
"8649","MEB",0,"Polyommatus_sp","Polyommatus",49.87,10.04
"8650","MEB",0,"Polyommatus_sp","Polyommatus",49.87,13.96
"8651","MEB",0,"Polyommatus_sp","Polyommatus",49.87,16.04
"8652","MEB",0,"Polyommatus_sp","Polyommatus",49.87,19.96
"8653","MEB",0,"Polyommatus_sp","Polyommatus",49.87,22.04
"8654","MEB",0,"Polyommatus_sp","Polyommatus",49.88,2.65
"8655","MEB",0,"Polyommatus_sp","Polyommatus",49.88,3.35
"8656","MEB",0,"Polyommatus_sp","Polyommatus",49.88,8.65
"8657","MEB",0,"Polyommatus_sp","Polyommatus",49.88,9.35
"8658","MEB",0,"Polyommatus_sp","Polyommatus",49.88,14.65
"8659","MEB",0,"Polyommatus_sp","Polyommatus",49.88,15.35
"8660","BCZSMLep37416",2,"Polyommatus_icarus","Polyommatus",50.3,11.55
"8661","MEB",0,"Polyommatus_sp","Polyommatus",50.3,5.55
"8662","MEB",0,"Polyommatus_sp","Polyommatus",50.3,6.45
"8663","MEB",0,"Polyommatus_sp","Polyommatus",50.3,12.45
"8664","MEB",0,"Polyommatus_sp","Polyommatus",50.3,17.55
"8665","MEB",0,"Polyommatus_sp","Polyommatus",50.3,18.45
"8666","MEB",0,"Polyommatus_sp","Polyommatus",50.3,23.55
"8667","RV",0,"Polyommatus_sp","Polyommatus",50.3,11.55
"8668","OXBTGS343",2,"Polyommatus_icarus","Polyommatus",50.31,-4.76
"8669","MEB",0,"Polyommatus_sp","Polyommatus",50.31,-4.76
"8670","MEB",0,"Polyommatus_sp","Polyommatus",50.31,4.76
"8671","MEB",0,"Polyommatus_sp","Polyommatus",50.31,7.24
"8672","MEB",0,"Polyommatus_sp","Polyommatus",50.31,10.76
"8673","MEB",0,"Polyommatus_sp","Polyommatus",50.31,13.24
"8674","MEB",0,"Polyommatus_sp","Polyommatus",50.31,16.76
"8675","MEB",0,"Polyommatus_sp","Polyommatus",50.31,19.24
"8676","MEB",0,"Polyommatus_sp","Polyommatus",50.31,22.76
"8677","MEB",0,"Polyommatus_sp","Polyommatus",50.32,7.95
"8678","MEB",0,"Polyommatus_sp","Polyommatus",50.32,10.05
"8679","MEB",0,"Polyommatus_sp","Polyommatus",50.32,13.95
"8680","MEB",0,"Polyommatus_sp","Polyommatus",50.32,16.05
"8681","RVcoll07C552",2,"Polyommatus_icarus","Polyommatus",50.33,8.65
"8682","MEB",0,"Polyommatus_sp","Polyommatus",50.33,8.65
"8683","MEB",0,"Polyommatus_sp","Polyommatus",50.33,9.35
"8684","MEB",0,"Polyommatus_sp","Polyommatus",50.33,14.65
"8685","MEB",0,"Polyommatus_sp","Polyommatus",50.33,15.35
"8686","MEB",0,"Polyommatus_sp","Polyommatus",50.33,20.65
"8687","MEB",0,"Polyommatus_sp","Polyommatus",50.33,21.35
"8688","MEB",0,"Polyommatus_sp","Polyommatus",50.75,-0.44
"8689","MEB",0,"Polyommatus_sp","Polyommatus",50.75,5.56
"8690","MEB",0,"Polyommatus_sp","Polyommatus",50.75,6.44
"8691","MEB",0,"Polyommatus_sp","Polyommatus",50.75,11.56
"8692","MEB",0,"Polyommatus_sp","Polyommatus",50.75,12.44
"8693","MEB",0,"Polyommatus_sp","Polyommatus",50.75,17.56
"8694","MEB",0,"Polyommatus_sp","Polyommatus",50.75,18.44
"8695","MEB",0,"Polyommatus_sp","Polyommatus",50.75,23.56
"8696","OXBTGS951",2,"Polyommatus_icarus","Polyommatus",50.76,-1.23
"8697","MEB",0,"Polyommatus_sp","Polyommatus",50.76,-1.23
"8698","MEB",0,"Polyommatus_sp","Polyommatus",50.76,4.77
"8699","MEB",0,"Polyommatus_sp","Polyommatus",50.76,7.23
"8700","MEB",0,"Polyommatus_sp","Polyommatus",50.76,10.77
"8701","MEB",0,"Polyommatus_sp","Polyommatus",50.76,13.23
"8702","MEB",0,"Polyommatus_sp","Polyommatus",50.76,16.77
"8703","MEB",0,"Polyommatus_sp","Polyommatus",50.76,19.23
"8704","OXBTGS731",2,"Polyommatus_icarus","Polyommatus",50.77,-1.94
"8705","RVcoll15M583",2,"Polyommatus_icarus","Polyommatus",50.77,1.94
"8706","MEB",0,"Polyommatus_sp","Polyommatus",50.77,-1.94
"8707","MEB",0,"Polyommatus_sp","Polyommatus",50.77,4.06
"8708","MEB",0,"Polyommatus_sp","Polyommatus",50.77,7.94
"8709","MEB",0,"Polyommatus_sp","Polyommatus",50.77,10.06
"8710","MEB",0,"Polyommatus_sp","Polyommatus",50.77,13.94
"8711","MEB",0,"Polyommatus_sp","Polyommatus",50.77,16.06
"8712","MEB",0,"Polyommatus_sp","Polyommatus",50.77,19.94
"8713","RVcoll14V231",2,"Polyommatus_icarus","Polyommatus",50.78,2.65
"8714","MEB",0,"Polyommatus_sp","Polyommatus",50.78,-3.35
"8715","MEB",0,"Polyommatus_sp","Polyommatus",50.78,-2.65
"8716","MEB",0,"Polyommatus_sp","Polyommatus",50.78,2.65
"8717","MEB",0,"Polyommatus_sp","Polyommatus",50.78,3.35
"8718","MEB",0,"Polyommatus_sp","Polyommatus",50.78,8.65
"8719","MEB",0,"Polyommatus_sp","Polyommatus",50.78,9.35
"8720","MEB",0,"Polyommatus_sp","Polyommatus",50.78,14.65
"8721","MEB",0,"Polyommatus_sp","Polyommatus",50.78,15.35
"8722","MEB",0,"Polyommatus_sp","Polyommatus",50.78,20.65
"8723","MEB",0,"Polyommatus_sp","Polyommatus",50.78,21.35
"8724","OXBTGS456",2,"Polyommatus_icarus","Polyommatus",51.2,-0.43
"8725","MEB",0,"Polyommatus_sp","Polyommatus",51.2,-0.43
"8726","MEB",0,"Polyommatus_sp","Polyommatus",51.2,0.43
"8727","MEB",0,"Polyommatus_sp","Polyommatus",51.2,5.57
"8728","MEB",0,"Polyommatus_sp","Polyommatus",51.2,6.43
"8729","MEB",0,"Polyommatus_sp","Polyommatus",51.2,11.57
"8730","MEB",0,"Polyommatus_sp","Polyommatus",51.2,12.43
"8731","MEB",0,"Polyommatus_sp","Polyommatus",51.2,17.57
"8732","MEB",0,"Polyommatus_sp","Polyommatus",51.2,18.43
"8733","MEB",0,"Polyommatus_sp","Polyommatus",51.2,23.57
"8734","MEB",0,"Polyommatus_sp","Polyommatus",51.21,-1.21
"8735","MEB",0,"Polyommatus_sp","Polyommatus",51.21,1.21
"8736","MEB",0,"Polyommatus_sp","Polyommatus",51.21,4.79
"8737","MEB",0,"Polyommatus_sp","Polyommatus",51.21,7.21
"8738","MEB",0,"Polyommatus_sp","Polyommatus",51.21,13.21
"8739","MEB",0,"Polyommatus_sp","Polyommatus",51.21,16.79
"8740","MEB",0,"Polyommatus_sp","Polyommatus",51.21,22.79
"8741","OXBTGS650",2,"Polyommatus_icarus","Polyommatus",51.22,-1.93
"8742","MEB",0,"Polyommatus_sp","Polyommatus",51.22,-4.07
"8743","MEB",0,"Polyommatus_sp","Polyommatus",51.22,-1.93
"8744","MEB",0,"Polyommatus_sp","Polyommatus",51.22,4.07
"8745","MEB",0,"Polyommatus_sp","Polyommatus",51.22,7.93
"8746","MEB",0,"Polyommatus_sp","Polyommatus",51.22,10.07
"8747","MEB",0,"Polyommatus_sp","Polyommatus",51.22,13.93
"8748","MEB",0,"Polyommatus_sp","Polyommatus",51.22,16.07
